"ID","Organism.Name","Strain","BioSample","BioProject","Assembly","GenBank.FTP"
1647,"Bacillus cereus","MOD1_Bc58","SAMN07163328 ","PRJNA326742","GCA_002199705.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/199/705/GCA_002199705.1_ASM219970v1"
1648,"Bacillus cereus","MOD1_Bc64","SAMN07163322 ","PRJNA326742","GCA_002199745.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/199/745/GCA_002199745.1_ASM219974v1"
1649,"Bacillus cereus","MOD1_Bc60","SAMN07163326 ","PRJNA326742","GCA_002199755.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/199/755/GCA_002199755.1_ASM219975v1"
1650,"Bacillus cereus","MOD1_Bc178","SAMN07163319 ","PRJNA326742","GCA_002199765.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/199/765/GCA_002199765.1_ASM219976v1"
1651,"Bacillus cereus","MOD1_Bc181","SAMN07163316 ","PRJNA326742","GCA_002199805.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/199/805/GCA_002199805.1_ASM219980v1"
1652,"Bacillus cereus","MOD1_Bc183","SAMN07163292 ","PRJNA326742","GCA_002199815.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/199/815/GCA_002199815.1_ASM219981v1"
1653,"Bacillus cereus","MOD1_Bc184","SAMN07163291 ","PRJNA326742","GCA_002199825.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/199/825/GCA_002199825.1_ASM219982v1"
1654,"Bacillus cereus","MOD1_Bc186","SAMN07163277 ","PRJNA326742","GCA_002199845.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/199/845/GCA_002199845.1_ASM219984v1"
1655,"Bacillus cereus","MOD1_Bc189","SAMN07163274 ","PRJNA326742","GCA_002199875.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/199/875/GCA_002199875.1_ASM219987v1"
1656,"Bacillus cereus","MOD1_Bc190","SAMN07163273 ","PRJNA326742","GCA_002199895.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/199/895/GCA_002199895.1_ASM219989v1"
1657,"Bacillus cereus","MOD1_Bc193","SAMN07163270 ","PRJNA326742","GCA_002199905.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/199/905/GCA_002199905.1_ASM219990v1"
1658,"Bacillus cereus","MOD1_Bc198","SAMN07163265 ","PRJNA326742","GCA_002199945.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/199/945/GCA_002199945.1_ASM219994v1"
1659,"Bacillus cereus","MOD1_Bc202","SAMN07163261 ","PRJNA326742","GCA_002199955.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/199/955/GCA_002199955.1_ASM219995v1"
1660,"Bacillus cereus","MOD1_Bc206","SAMN07163258 ","PRJNA326742","GCA_002199975.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/199/975/GCA_002199975.1_ASM219997v1"
1661,"Bacillus mycoides","MOD1_Bc228","SAMN07205612 ","PRJNA326742","GCA_002200005.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/200/005/GCA_002200005.1_ASM220000v1"
1662,"Bacillus cereus","MOD1_Bc203","SAMN07205637 ","PRJNA326742","GCA_002200015.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/200/015/GCA_002200015.1_ASM220001v1"
1663,"Bacillus weihenstephanensis","MOD1_Bc237","SAMN07205616 ","PRJNA326742","GCA_002200025.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/200/025/GCA_002200025.1_ASM220002v1"
1664,"Bacillus cereus","MOD1_Bc235","SAMN07205618 ","PRJNA326742","GCA_002200055.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/200/055/GCA_002200055.1_ASM220005v1"
1665,"Bacillus cereus","MOD1_Bc234","SAMN07205619 ","PRJNA326742","GCA_002200075.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/200/075/GCA_002200075.1_ASM220007v1"
1666,"Bacillus cereus","MOD1_Bc230","SAMN07205610 ","PRJNA326742","GCA_002200085.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/200/085/GCA_002200085.1_ASM220008v1"
1667,"Bacillus cereus","MOD1_Bc225","SAMN07205615 ","PRJNA326742","GCA_002200125.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/200/125/GCA_002200125.1_ASM220012v1"
1668,"Bacillus mycoides","MOD1_Bc221","SAMN07205606 ","PRJNA326742","GCA_002200135.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/200/135/GCA_002200135.1_ASM220013v1"
1669,"Bacillus cereus","MOD1_Bc233","SAMN07205620 ","PRJNA326742","GCA_002200145.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/200/145/GCA_002200145.1_ASM220014v1"
1670,"Bacillus cereus","MOD1_Bc231","SAMN07205609 ","PRJNA326742","GCA_002200175.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/200/175/GCA_002200175.1_ASM220017v1"
1671,"Bacillus cereus","MOD1_Bc229","SAMN07205611 ","PRJNA326742","GCA_002200185.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/200/185/GCA_002200185.1_ASM220018v1"
1672,"Bacillus wiedmannii","MOD1_Bc223","SAMN07205604 ","PRJNA326742","GCA_002200215.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/200/215/GCA_002200215.1_ASM220021v1"
1673,"Bacillus cereus","MOD1_Bc218","SAMN07163287 ","PRJNA326742","GCA_002201555.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/201/555/GCA_002201555.1_ASM220155v1"
1674,"Bacillus cereus","MOD1_Bc194","SAMN07163269 ","PRJNA326742","GCA_002201605.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/201/605/GCA_002201605.1_ASM220160v1"
1675,"Bacillus cereus","MOD1_Bc197","SAMN07163266 ","PRJNA326742","GCA_002201645.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/201/645/GCA_002201645.1_ASM220164v1"
1676,"Bacillus cereus","MOD1_Bc219","SAMN07163332 ","PRJNA326742","GCA_002201665.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/201/665/GCA_002201665.1_ASM220166v1"
1677,"Bacillus cereus","MOD1_Bc196","SAMN07163267 ","PRJNA326742","GCA_002201685.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/201/685/GCA_002201685.1_ASM220168v1"
1678,"Bacillus cereus","MOD1_Bc217","SAMN07163288 ","PRJNA326742","GCA_002201705.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/201/705/GCA_002201705.1_ASM220170v1"
1679,"Bacillus sp. MD-5","MD-5","SAMN07204494 ","PRJNA389650","GCA_002201875.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/201/875/GCA_002201875.1_ASM220187v1"
1680,"Bacillus velezensis","SRCM100072","SAMN07204199 ","PRJNA389626","GCA_002201935.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/201/935/GCA_002201935.1_ASM220193v1"
1681,"Bacillus subtilis subsp. subtilis","SRCM100761","SAMN07204268 ","PRJNA389629","GCA_002201955.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/201/955/GCA_002201955.1_ASM220195v1"
1682,"Bacillus velezensis","SRCM101413","SAMN07204271 ","PRJNA389632","GCA_002201975.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/201/975/GCA_002201975.1_ASM220197v1"
1683,"Bacillus subtilis subsp. subtilis","SRCM100333","SAMN07204274 ","PRJNA389633","GCA_002201995.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/201/995/GCA_002201995.1_ASM220199v1"
1684,"Bacillus sonorensis","SRCM101395","SAMN07211384 ","PRJNA389958","GCA_002202015.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/202/015/GCA_002202015.1_ASM220201v1"
1685,"Bacillus subtilis subsp. subtilis","SRCM101392","SAMN07211386 ","PRJNA389959","GCA_002202035.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/202/035/GCA_002202035.1_ASM220203v1"
1686,"Bacillus subtilis","ge28","SAMN07212162 ","PRJNA390048","GCA_002202055.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/202/055/GCA_002202055.1_ASM220205v1"
1687,"Bacillus velezensis","NWUMFk_BS10.5","SAMN07174738 ","PRJNA388288","GCA_002204665.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/204/665/GCA_002204665.1_ASM220466v1"
1688,"Bacillus subtilis","SR1","SAMN07187745 ","PRJNA388844","GCA_002205435.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/205/435/GCA_002205435.1_ASM220543v1"
1689,"Bacillus velezensis","T20E-257","SAMN07248583 ","PRJNA388298","GCA_002205715.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/205/715/GCA_002205715.1_ASM220571v1"
1690,"Bacillus aryabhattai","SQU-R12","SAMN07177539 ","PRJNA388465","GCA_002208605.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/208/605/GCA_002208605.1_ASM220860v1"
1691,"Bacillus anthracis","FDAARGOS_341","SAMN06173354 ","PRJNA231221","GCA_002208785.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/208/785/GCA_002208785.1_ASM220878v1"
1692,"Bacillus amyloliquefaciens","MT45","SAMN03459122 ","PRJNA280245","GCA_002209305.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/209/305/GCA_002209305.1_ASM220930v1"
1693,"Bacillus sp. K2I17","K2I17","SAMN07259826 ","PRJNA391242","GCA_002209985.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/209/985/GCA_002209985.1_ASM220998v1"
1694,"Bacillus sp. MB353a","MB353a","SAMN06163041 ","PRJNA357966","GCA_002211135.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/211/135/GCA_002211135.1_ASM221113v1"
1695,"Bacillus subtilis","GM2","SAMN07277156 ","PRJNA391893","GCA_002211235.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/211/235/GCA_002211235.1_ASM221123v1"
1696,"Bacillus cereus","D12_2","SAMN05300203 ","PRJNA326995","GCA_002214705.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/214/705/GCA_002214705.1_ASM221470v1"
1697,"Bacillus cereus","M3","SAMN05300199 ","PRJNA326992","GCA_002214725.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/214/725/GCA_002214725.1_ASM221472v1"
1698,"Bacillus cereus","FORC_048","SAMN05411284 ","PRJNA329383","GCA_002214765.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/214/765/GCA_002214765.1_ASM221476v1"
1699,"Bacillus cereus","K8","SAMN05300204 ","PRJNA326996","GCA_002215175.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/215/175/GCA_002215175.1_ASM221517v1"
1700,"Bacillus subtilis","SX01705","SAMN07270555 ","PRJNA391556","GCA_002216085.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/216/085/GCA_002216085.1_ASM221608v1"
1701,"Bacillus cereus","M13","SAMN05300194 ","PRJNA326984","GCA_002216125.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/216/125/GCA_002216125.1_ASM221612v1"
1702,"Bacillus velezensis","157","SAMN07311555 ","PRJNA392845","GCA_002216755.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/216/755/GCA_002216755.1_ASM221675v1"
1703,"Bacillus sp. M13(2017)","M13(2017)","SAMN06323232 ","PRJNA374408","GCA_002218325.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/218/325/GCA_002218325.1_ASM221832v1"
1704,"Bacillus subtilis","GS 188","SAMN07303434 ","PRJNA392594","GCA_002220075.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/220/075/GCA_002220075.1_ASM222007v1"
1705,"Bacillus cereus","FORC_047","SAMN05506965 ","PRJNA336246","GCA_002220285.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/220/285/GCA_002220285.1_ASM222028v1"
1707,"Bacillus thuringiensis","c25","SAMN07317425 ","PRJNA388287","GCA_002222555.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/222/555/GCA_002222555.1_ASM222255v1"
1709,"Bacillus cereus","C1L","SAMN07357037 ","PRJNA394634","GCA_002224345.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/224/345/GCA_002224345.1_ASM222434v1"
1710,"Bacillus sp. KbaL1","KbaL1","SAMN06646346 ","PRJNA380691","GCA_002233595.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/233/595/GCA_002233595.1_ASM223359v1"
1711,"Bacillus sp. KbaB1","KbaB1","SAMN06646345 ","PRJNA380691","GCA_002233615.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/233/615/GCA_002233615.1_ASM223361v1"
1712,"Bacillus anthracis","DS201579","SAMN04589793 ","PRJNA316704","GCA_002233635.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/233/635/GCA_002233635.1_ASM223363v1"
1713,"Bacillus licheniformis","BL-010","SAMN07367816 ","PRJNA394931","GCA_002236895.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/236/895/GCA_002236895.1_ASM223689v1"
1714,"Bacillus thuringiensis","HD133","SAMN07178571 ","PRJNA388543","GCA_002236945.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/236/945/GCA_002236945.1_ASM223694v1"
1715,"Bacillus velezensis","TB1501","SAMN07371515 ","PRJNA395123","GCA_002237515.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/237/515/GCA_002237515.1_ASM223751v1"
1716,"Bacillus filamentosus","DSM 27955","SAMN06319185 ","PRJNA373952","GCA_002237735.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/237/735/GCA_002237735.1_ASM223773v1"
1717,"Bacillus sp. DSM 27956","DSM 27956","SAMN06319184 ","PRJNA373950","GCA_002237795.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/237/795/GCA_002237795.1_ASM223779v1"
1718,"Bacillus sp. LYLB4","LYLB4","SAMN06348996 ","PRJNA375968","GCA_002237975.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/237/975/GCA_002237975.1_ASM223797v1"
1719,"Bacillus sp. OG2","OG2","SAMN06718479 ","PRJNA375758","GCA_002238145.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/238/145/GCA_002238145.1_ASM223814v1"
1720,"Bacillus velezensis","NJAU-Z9","SAMN07371516 ","PRJNA393382","GCA_002238395.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/238/395/GCA_002238395.1_ASM223839v1"
1721,"Bacillus velezensis","SCDB 291","SAMN07411923 ","PRJNA395642","GCA_002243325.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/243/325/GCA_002243325.1_ASM224332v1"
1722,"Bacillus atrophaeus","GQJK17","SAMN07430096 ","PRJNA396635","GCA_002243495.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/243/495/GCA_002243495.1_ASM224349v1"
1723,"Bacillus simplex NBRC 15720 = DSM 1321","DSM 1321","SAMN05913072 ","PRJNA348653","GCA_002243645.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/243/645/GCA_002243645.1_ASM224364v1"
1724,"Bacillus thuringiensis","ATCC 10792","SAMN06706903 ","PRJNA382491","GCA_002243685.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/243/685/GCA_002243685.1_ASM224368v1"
1725,"Bacillus velezensis","C2","SAMN07414470 ","PRJNA395753","GCA_002245385.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/245/385/GCA_002245385.1_ASM224538v1"
1726,"Bacillus cohnii","DSM 6307","SAMN06162173 ","PRJNA357928","GCA_002250055.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/250/055/GCA_002250055.1_ASM225005v1"
1727,"Bacillus clausii","DSM 8716","SAMN06458367 ","PRJNA376814","GCA_002250115.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/250/115/GCA_002250115.1_ASM225011v1"
1728,"Bacillus safensis","Ingolstadt","SAMN07298180 ","PRJNA392387","GCA_002250435.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/250/435/GCA_002250435.1_ASM225043v1"
1729,"Bacillus cytotoxicus","CH_38","SAMN07367963 ","PRJNA394959","GCA_002250885.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/250/885/GCA_002250885.1_ASM225088v1"
1730,"Bacillus cytotoxicus","CH_25","SAMN07367962 ","PRJNA394959","GCA_002250905.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/250/905/GCA_002250905.1_ASM225090v1"
1731,"Bacillus cytotoxicus","CH_23","SAMN07367961 ","PRJNA394959","GCA_002250925.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/250/925/GCA_002250925.1_ASM225092v1"
1732,"Bacillus cytotoxicus","CH_13","SAMN07367959 ","PRJNA394959","GCA_002250945.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/250/945/GCA_002250945.1_ASM225094v1"
1733,"Bacillus cytotoxicus","CH_4","SAMN07367958 ","PRJNA394959","GCA_002250965.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/250/965/GCA_002250965.1_ASM225096v1"
1734,"Bacillus cytotoxicus","CH_39","SAMN07367964 ","PRJNA394959","GCA_002251005.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/251/005/GCA_002251005.1_ASM225100v1"
1735,"Bacillus cytotoxicus","CH_15","SAMN07367960 ","PRJNA394959","GCA_002251025.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/251/025/GCA_002251025.1_ASM225102v1"
1736,"Bacillus cytotoxicus","CH_2","SAMN07367956 ","PRJNA394959","GCA_002251045.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/251/045/GCA_002251045.1_ASM225104v1"
1737,"Bacillus cytotoxicus","CH_1","SAMN07367955 ","PRJNA394959","GCA_002251055.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/251/055/GCA_002251055.1_ASM225105v1"
1738,"Bacillus cytotoxicus","CH_3","SAMN07367957 ","PRJNA394959","GCA_002251115.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/251/115/GCA_002251115.1_ASM225111v1"
1743,"Bacillus thuringiensis","1126_1","SAMN07141968 ","PRJNA387206","GCA_002268645.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/268/645/GCA_002268645.1_ASM226864v1"
1744,"Bacillus subtilis","DKU_NT_02","SAMN07482639 ","PRJNA384709","GCA_002269175.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/269/175/GCA_002269175.1_ASM226917v1"
1745,"Bacillus subtilis","DKU_NT_03","SAMN07482641 ","PRJNA384709","GCA_002269195.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/269/195/GCA_002269195.1_ASM226919v1"
1746,"Bacillus sp. 1s-1","1s-1","SAMN07503201 ","PRJNA398181","GCA_002269275.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/269/275/GCA_002269275.1_ASM226927v1"
1747,"Bacillus velezensis","3A-25B","SAMN05846289 ","PRJNA343056","GCA_002269705.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/269/705/GCA_002269705.1_ASM226970v1"
1749,"Bacillus velezensis","7899","SAMN07372739 ","PRJNA395369","GCA_002271355.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/271/355/GCA_002271355.1_assembly-7899_v1"
1750,"Bacillus sp. 7788","7788","SAMN07372733 ","PRJNA395369","GCA_002271405.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/271/405/GCA_002271405.1_assembly-7788_v1"
1751,"Bacillus subtilis","7772","SAMN07372731 ","PRJNA395369","GCA_002271425.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/271/425/GCA_002271425.1_assembly-7772_v1"
1752,"Bacillus licheniformis","7727","SAMN07372728 ","PRJNA395369","GCA_002271465.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/271/465/GCA_002271465.1_assembly-7727_v1"
1753,"Bacillus licheniformis","7708","SAMN07372719 ","PRJNA395369","GCA_002271485.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/271/485/GCA_002271485.1_assembly-7708_v1"
1754,"Bacillus paralicheniformis","7704","SAMN07372716 ","PRJNA395369","GCA_002271505.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/271/505/GCA_002271505.1_assembly-7704_v1"
1755,"Bacillus velezensis","7551-2","SAMN07372711 ","PRJNA395369","GCA_002271515.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/271/515/GCA_002271515.1_assembly-7551-2_v1"
1756,"Bacillus clausii","7541","SAMN07372707 ","PRJNA395369","GCA_002271555.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/271/555/GCA_002271555.1_assembly-7541-T_v1"
1757,"Bacillus clausii","7540-2","SAMN07372705 ","PRJNA395369","GCA_002271575.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/271/575/GCA_002271575.1_assembly-7540-2_v1"
1758,"Bacillus clausii","7540-1","SAMN07372704 ","PRJNA395369","GCA_002271585.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/271/585/GCA_002271585.1_assembly-7540-1_v1"
1760,"Bacillus sp. 7520-S","7520-S","SAMN07372687 ","PRJNA395369","GCA_002271655.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/271/655/GCA_002271655.1_assembly-7520-S_v1"
1761,"Bacillus clausii","7894-1","SAMN07372737 ","PRJNA395369","GCA_002271695.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/271/695/GCA_002271695.1_assembly-7894-1_v1"
1762,"Bacillus licheniformis","7716","SAMN07372727 ","PRJNA395369","GCA_002271715.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/271/715/GCA_002271715.1_assembly-7716_v1"
1763,"Bacillus licheniformis","7715","SAMN07372726 ","PRJNA395369","GCA_002271725.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/271/725/GCA_002271725.1_assembly-7715_v1"
1764,"Bacillus sonorensis","7710","SAMN07372721 ","PRJNA395369","GCA_002271755.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/271/755/GCA_002271755.1_assembly-7710_v1"
1765,"Bacillus siamensis","7551","SAMN07372710 ","PRJNA395369","GCA_002271775.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/271/775/GCA_002271775.1_assembly-7551_v1"
1769,"Bacillus licheniformis","7525","SAMN07372695 ","PRJNA395369","GCA_002272005.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/272/005/GCA_002272005.1_assembly-7525_v1"
1770,"Bacillus clausii","7520-2","SAMN07372685 ","PRJNA395369","GCA_002272085.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/272/085/GCA_002272085.1_assembly-7520-2_v1"
1772,"Bacillus licheniformis","7510","SAMN07372679 ","PRJNA395369","GCA_002272155.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/272/155/GCA_002272155.1_assembly-7510_v1"
1773,"Bacillus sp. 7504-2","7504-2","SAMN07372675 ","PRJNA395369","GCA_002272205.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/272/205/GCA_002272205.1_assembly-7504-2_v1"
1774,"Bacillus sp. 7894-2","7894-2","SAMN07372738 ","PRJNA395369","GCA_002272225.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/272/225/GCA_002272225.1_assembly-7894-2_v1"
1775,"Bacillus sp. 7884-1","7884-1","SAMN07372734 ","PRJNA395369","GCA_002272245.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/272/245/GCA_002272245.1_assembly-7884-1_v1"
1776,"Bacillus velezensis","7751-1","SAMN07372729 ","PRJNA395369","GCA_002272285.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/272/285/GCA_002272285.1_assembly-7751-1_v1"
1777,"Bacillus licheniformis","7714","SAMN07372725 ","PRJNA395369","GCA_002272305.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/272/305/GCA_002272305.1_assembly-7714_v1"
1778,"Bacillus licheniformis","7713","SAMN07372724 ","PRJNA395369","GCA_002272315.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/272/315/GCA_002272315.1_assembly-7713_v1"
1779,"Bacillus licheniformis","7712","SAMN07372723 ","PRJNA395369","GCA_002272335.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/272/335/GCA_002272335.1_assembly-7712_v1"
1780,"Bacillus licheniformis","7711","SAMN07372722 ","PRJNA395369","GCA_002272365.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/272/365/GCA_002272365.1_assembly-7711_v1"
1781,"Bacillus subtilis","7706","SAMN07372718 ","PRJNA395369","GCA_002272375.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/272/375/GCA_002272375.1_assembly-7706_v1"
1782,"Bacillus licheniformis","7709","SAMN07372720 ","PRJNA395369","GCA_002272395.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/272/395/GCA_002272395.1_assembly-7709_v1"
1783,"Bacillus subtilis","7702","SAMN07372715 ","PRJNA395369","GCA_002272405.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/272/405/GCA_002272405.1_assembly-7702_v1"
1784,"Bacillus clausii","7547-G","SAMN07372709 ","PRJNA395369","GCA_002272445.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/272/445/GCA_002272445.1_assembly-7547-G_v1"
